"accepted_taxa","original_taxa_YvozValPol","Flower.color_YvozValPol","Flower.class_YvozValPol","Flower.type_YvozValPol","PV.Bees_YvozValPol","PV.Bumblebees_YvozValPol","PV.butterflies_YvozValPol","PV.Hoverflies_YvozValPol","Nectar.quantity_YvozValPol","Pollen.quantity_YvozValPol","Floral.symmetry_YvozValPol","Flower.UV.reflectance.centre_YvozValPol","Flower.UV.reflectanceperiphery_YvozValPol","original_taxa_SPVignes","Flowering.onset_SPVignes","Germination.range_SPVignes","Germination.start_SPVignes","Plant.height_cm_SPVignes","Strategy_Grime_SPVignes","Lifeform_Raunkier_SPVignes","original_taxa_ATVinedivers","Growth.form_ATVinedivers","Strategy.Grime_ATVinedivers","Plant.lifespan_ATVinedivers"
"Anaphalis margaritacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anchusa","Anchusa azurea","Blue","Hymenoptere flowers","Stalk disc flowers, stamina and pistil within tube",4.861198866,5.129542118,7.10389644,4.106094405,"Present","Present","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anchusa azurea","Anchusa azurea","Blue","Hymenoptere flowers","Stalk disc flowers, stamina and pistil within tube",4.861198866,5.129542118,7.10389644,4.106094405,"Present","Present","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anchusa hybrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anchusa officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anchusa puechii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrachne telephioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Androsace elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Androsace maxima","Androsace maxima","White","Flowers with totally hidden nectar","Stalk disc flowers, stamina and pistil within tube",3.927615422,3.430576131,5.34,4.267888538,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andryala integrifolia","Andryala integrifolia","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.651096552,3.96664705,6.286403306,5.149476123,"Present","Plenty","Actinomorphe",3.5,11.5,"Andryala integrifolia","5","Na","Na",80,"C-s","Thérophytes estivaux (hémicryptophytes bisannuels)","Andryala integrifolia","H","Sr","P"
"Andryala laxiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anemone coronaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anemone hortensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anethum graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angelica sylvestris","Angelica sylvestris","White","Flowers with open nectar","Disk flowers with nectar open",5.166149507,4.497820284,6.899078387,5.584167669,"Present","Present","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anisantha diandra","Anisantha diandra","Green","Wind flowers","Not applicable",1,1,2.46201401,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anisantha madritensis","Anisantha madritensis","Green","Wind flowers","Not applicable",1,1,2.46201401,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anisantha rigida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anisantha rubens","Anisantha rubens","Green","Wind flowers","Not applicable",1,1,2.46201401,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anisantha sterilis","Anisantha sterilis","Green","Wind flowers","Not applicable",1,1,1.32,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anisantha tectorum","Anisantha tectorum","Green","Wind flowers","Not applicable",1,1,2.722054523,1,"None","Little","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Bromus tectorum","G","R","A"
"Antennaria dioica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthemis","Anthemis arvensis_Anthemis cotula_Anthemis ruthenica","White","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",5.63757246166667,4.79384487466667,6.62548839033333,6.32366206666667,"Present","Plenty","Actinomorphe",3.5,3.5,"Anthemis sp.","-","-","-",NA,"","Thérophyte","Anthemis austriaca","H","Cr","B"
"Anthemis arvensis","Anthemis arvensis","White","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",6.2,5.4,8.3,6.99,"Present","Plenty","Actinomorphe",3.5,3.5,"Anthemis arvensis","3","6","7",60,"R / s-r","Thérophytes estivaux",NA,NA,NA,NA
"Anthemis arvensis subsp. arvensis","Anthemis arvensis","White","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",6.2,5.4,8.3,6.99,"Present","Plenty","Actinomorphe",3.5,3.5,"Anthemis arvensis","3","6","7",60,"R / s-r","Thérophytes estivaux",NA,NA,NA,NA
"Anthemis arvensis subsp. incrassata","Anthemis arvensis","White","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",6.2,5.4,8.3,6.99,"Present","Plenty","Actinomorphe",3.5,3.5,"Anthemis arvensis","3","6","7",60,"R / s-r","Thérophytes estivaux",NA,NA,NA,NA
"Anthemis austriaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthemis austriaca","H","Cr","B"
"Anthemis cotula","Anthemis cotula","White","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",6.34,5.4,5.68,6.94,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthemis maritima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthemis ruthenica","Anthemis ruthenica","White","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",4.372717385,3.581534624,5.896465171,5.0409862,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthoxanthum aristatum","Anthoxanthum aristatum","White","Wind flowers","Not applicable",1,1,2.977605378,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthoxanthum odoratum","Anthoxanthum odoratum","Yellow","Wind flowers","Not applicable",1,1,2.953253209,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthriscus","Anthriscus caucalis_Anthriscus sylvestris","White","Flowers with open nectar","Disk flowers with nectar open",3.8418559875,3.487720065,5.47766561,4.226343827,"Present","Little","Actinomorphe",3.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthriscus caucalis","Anthriscus caucalis","White","Flowers with open nectar","Disk flowers with nectar open",3.31,3.13,4.9,3.75,"Present","Little","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthriscus cerefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthriscus sylvestris","Anthriscus sylvestris","White","Flowers with open nectar","Disk flowers with nectar open",4.373711975,3.84544013,6.05533122,4.702687654,"Present","Little","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthyllis circinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthyllis vulneraria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthyllis vulneraria subsp. vulneraria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antirrhinum majus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apera interrupta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apera spica-venti","Apera spica-venti","Green","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aphanes arvensis","Aphanes arvensis","Green","Flowers with open nectar","Disk flowers with nectar open",1,4.41,3.56,4.28,"None","Little","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Aphanes arvensis","H","R","A"
"Aphanes australis","Aphanes australis","Green","Flowers with open nectar","Disk flowers with nectar open",1,4.6,5.37,4.47,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aphyllanthes monspeliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apium graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aquilegia vulgaris","Aquilegia vulgaris","Violet","Hymenoptere flowers","Bell shaped flowers",1,1,8.86,1,"Present","Present","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arabidopsis","Arabidopsis arenosa_Arabidopsis thaliana","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.3256112465,3.736570874,5.8525697695,4.8966965295,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arabidopsis arenosa","Arabidopsis arenosa","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.421222493,3.483141748,5.865139539,5.273393059,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arabidopsis arenosa subsp. arenosa","Arabidopsis arenosa","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.421222493,3.483141748,5.865139539,5.273393059,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arabidopsis thaliana","Arabidopsis thaliana","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.23,3.99,5.84,4.52,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arabis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arabis hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctium","Arctium lappa_Arctium minus","Violet","Flowers with totally hidden nectar","Flower heads, asteraceae, only disk flowers",5.635,6.765,7.08,5.09,"Present","Present","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctium lappa","Arctium lappa","Violet","Flowers with totally hidden nectar","Flower heads, asteraceae, only disk flowers",5.85,7.05,6.96,5.31,"Present","Present","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctium minus","Arctium minus","Violet","Flowers with totally hidden nectar","Flower heads, asteraceae, only disk flowers",5.42,6.48,7.2,4.87,"Present","Present","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arctium tomentosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arenaria hispanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arenaria leptoclados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arenaria serpyllifolia","Arenaria serpyllifolia","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.68,1,5.21,5.1,"Present","Plenty","Actinomorphe",11.5,11.5,"Arenaria serpyllifolia","5","12","0?",15,"S-r","Thérophytes estivaux","Arenaria serpyllifolia","H","Sr","A"
"Argentina anserina","Argentina anserina","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden in centre of flower",5.07,1,7.21,6,"Present","Plenty","Actinomorphe",3.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina anserina subsp. anserina","Argentina anserina","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden in centre of flower",5.07,1,7.21,6,"Present","Plenty","Actinomorphe",3.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aria edulis","Sorbus aria","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden in centre of flower",5.035554917,4.135243091,6.607032973,5.767953959,"Present","Present","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arisarum simorrhinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arisarum vulgare","Arisarum vulgare","Brown","Flowers with totally hidden nectar","Flag blossom, fabaceae type",4.062797061,4.513187381,6.278353152,3.165169496,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aristolochia clematitis","Aristolochia clematitis","Yellow","Trap flowers","Vessel trap flowers",1,1,6.14,1,"Little","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armoracia rusticana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnoseris minima","Arnoseris minima","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, only ray flowers",6.46,5.62,5.7,7.52,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrhenatherum elatius","Arrhenatherum elatius","Green","Wind flowers","Not applicable",1,1,1.1,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Arrhenatherum elatius","G","Csr","P"
"Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius subsp. bulbosum","Green","Wind flowers","Not applicable",1,1,2.452004412,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Arrhenatherum elatius","G","Csr","P"
"Arrhenatherum elatius subsp. elatius","Arrhenatherum elatius_Arrhenatherum elatius subsp. bulbosum","Green","Wind flowers","Not applicable",1,1,1.776002206,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Arrhenatherum elatius","G","Csr","P"
"Artemisia abrotanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artemisia absinthium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artemisia absinthium","H","Cr","P"
"Artemisia annua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artemisia herba-alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artemisia verlotiorum","Artemisia verlotiorum","Yellow","Wind flowers occassionally visited by insect","Not applicable",2.79739378,2.23339653,4.188404844,3.354756386,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Artemisia vulgaris","Artemisia vulgaris","Yellow","Wind flowers occassionally visited by insect","Not applicable",1,1,3.4,4.93,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Artemisia vulgaris","H","Cr","P"
"Arum","Arum italicum_Arum maculatum","Green_White","Flowers with totally hidden nectar_Trap flowers","Flag blossom, fabaceae type_Vessel trap flowers",3.5640715315,3.999694861,5.685605382,2.74317128,"None_Present","Plenty","Zygomorphe",7.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Arum italicum","H","Sr","P"
"Arum italicum","Arum italicum","White","Flowers with totally hidden nectar","Flag blossom, fabaceae type",4.281977979,4.544421402,6.422226352,3.601470543,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Arum italicum","H","Sr","P"
"Arum maculatum","Arum maculatum","Green","Trap flowers","Vessel trap flowers",2.846165084,3.45496832,4.948984412,1.884872017,"None","Plenty","Zygomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arundo plinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asclepias syriaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asparagaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asparagus","Asparagus officinalis","Yellow","Flowers with totally hidden nectar","Funnel flowers",4.52240289,4.131386492,6.311743063,4.657111214,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asparagus acutifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asparagus officinalis","Asparagus officinalis","Yellow","Flowers with totally hidden nectar","Funnel flowers",4.52240289,4.131386492,6.311743063,4.657111214,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asparagus tenuifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asperugo procumbens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asperula aristata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asperula arvensis","Asperula arvensis","Blue","Flowers with totally hidden nectar","Funnel flowers",4.83,5.45,5.79,4.51,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asperula cynanchica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asphodelus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asphodelus ramosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteraceae sp.","-","-","-",NA,"","Na",NA,NA,NA,NA
"Astragalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus boeticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus cicer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus glycyphyllos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus hamosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atocion armeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex","Atriplex patula_Atriplex prostrata","Green","Wind flowers occassionally visited by insect","Not applicable",1.7289251105,1.5048330835,4.5001737275,3.552535594,"None_Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Atriplex patula","H","Cr","P"
"Atriplex halimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex hortensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex littoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex oblongifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex patula","Atriplex patula","Green","Wind flowers occassionally visited by insect","Not applicable",1,1,5.14,4.2,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Atriplex patula","H","Cr","P"
"Atriplex prostrata","Atriplex prostrata","Green","Wind flowers occassionally visited by insect","Not applicable",2.457850221,2.009666167,3.860347455,2.905071188,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex prostrata calotheca","Atriplex prostrata","Green","Wind flowers occassionally visited by insect","Not applicable",2.457850221,2.009666167,3.860347455,2.905071188,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex sagittata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex tatarica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avena","Avena barbata_Avena fatua_Avena sativa_Avena sterilis_Avena sterilis subsp. ludoviciana","Green_Yellow","Wind flowers","Not applicable",1,1,2.2793801428,1,"None","Plenty","Actinomorphe",3.5,3.5,"Avena barbata_Avena sterilis","5","3","1_7",100,"C-r_S-r","Thérophytes estivaux","Avena fatua_Avena sativa","G","Cr","A"
"Avena barbata","Avena barbata","Green","Wind flowers","Not applicable",1,1,2.465159203,1,"None","Plenty","Actinomorphe",3.5,3.5,"Avena barbata","5","3","1",100,"S-r","Thérophytes estivaux",NA,NA,NA,NA
"Avena fatua","Avena fatua","Green","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Avena fatua","G","Cr","A"
"Avena fatua subsp. fatua","Avena fatua","Green","Wind flowers","Not applicable",1,1,1.09,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Avena fatua","G","Cr","A"
"Avena sativa","Avena sativa","Yellow","Wind flowers","Not applicable",1,1,2.911423105,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Avena sativa","G","Cr","A"
"Avena sativa subsp. sativa","Avena sativa","Yellow","Wind flowers","Not applicable",1,1,2.911423105,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Avena sativa","G","Cr","A"
"Avena sterilis","Avena sterilis","Green","Wind flowers","Not applicable",1,1,2.465159203,1,"None","Plenty","Actinomorphe",3.5,3.5,"Avena sterilis","5","3","7",100,"C-r","Thérophytes estivaux",NA,NA,NA,NA
"Avena sterilis subsp. ludoviciana","Avena sterilis subsp. ludoviciana","Green","Wind flowers","Not applicable",1,1,2.465159203,1,"None","Plenty","Actinomorphe",3.5,3.5,"Avena sterilis","5","3","7",100,"C-r","Thérophytes estivaux",NA,NA,NA,NA
"Avena strigosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avenella flexuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avenula pubescens","Avenula pubescens","White","Wind flowers","Not applicable",1,1,2.978752011,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ballota nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ballota nigra","H","C","P"
"Barbarea","Barbarea intermedia_Barbarea vulgaris","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.729905333,2.424829282,6.8648415555,5.3762466805,"Present","Little_Plenty","Actinomorphe",3.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
