"accepted_taxa","original_taxa_Groot","Root.lateral.spread_cm.yr-1_Groot","Root.diameter_mm_Groot","Root.C.concentration_Groot","Root.C.N.ratio_Groot","Root.dry.matter_Groot","Root.length.density_cm.cm-3_Groot","Root.mass.fraction_Groot","Root.mycorrhizal.colonization_Groot","Root.N.concentration_Groot","Root.tissue.density_g.cm-3_Groot","Root.depth_m_Groot","Specific.root.length_m.g-1_Groot"
"Mussaenda elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mussaenda tristigmatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Najas pectinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Napoleonaea vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasturtium officinale","Nasturtium officinale",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nauclea latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelsonia canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neojeffreya decurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neonotonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neonotonia wightii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoschumannia kamerunensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephrolepis biserrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neptunia plena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neptunia prostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nesogordonia papaverifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neustanthus phaseoloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newbouldia laevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicandra physalodes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicotiana plumbaginifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nidorella aegyptiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea alba","Nymphaea alba",17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea lotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea rudgeana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphoides indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ocimum americanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ocimum basilicum","Ocimum basilicum",NA,NA,NA,NA,NA,NA,NA,44.985,NA,NA,NA,NA
"Ocimum gratissimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenothera glazioviana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenothera rosea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenothera stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olax subscorpioidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia capensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia corymbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia herbacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia lancifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olyra latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Operculina turpethum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophioglossum reticulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophiopogon japonicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oplismenus burmanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oplismenus hirtellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ormocarpum sennoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza barthii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza longistaminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza sativa","Oryza sativa",NA,0.546416666666667,423,30.5,NA,NA,0.350074074074074,0,14,0.132,NA,54.793
"Ouret lanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis barrelieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis corniculata","Oxalis corniculata",NA,NA,NA,NA,NA,NA,NA,31.8366666666667,NA,NA,NA,NA
"Oxalis debilis","Oxalis debilis",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis latifolia","Oxalis latifolia",6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis tetraphylla","Oxalis tetraphylla",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxyanthus formosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxyanthus racemosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxyanthus unilocularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxygonum sinuatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paederia","Paederia foetida",NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA
"Paederia farinosa farinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paederia foetida","Paederia foetida",NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA
"Palhinhaea cernua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palisota hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pancratium trianthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pandiaka angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum brevifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum luridum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum pansum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum repens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum subalbidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum sumatrense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum trichocladum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum voeltzkowii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paramollugo nudicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parinari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkia biglobosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinsonia aculeata","Parkinsonia aculeata",NA,NA,NA,NA,NA,NA,0.365,69.96,NA,NA,NA,NA
"Parthenium hysterophorus","Parthenium hysterophorus",NA,NA,NA,NA,NA,NA,NA,63.85,NA,NA,NA,NA
"Paspalum","Paspalum conjugatum_Paspalum dilatatum_Paspalum distichum_Paspalum scrobiculatum",NA,NA,NA,44,NA,NA,0.055,56.8333333333333,8.13333333333333,0.102,NA,18.37
"Paspalum conjugatum","Paspalum conjugatum",NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,NA
"Paspalum dilatatum","Paspalum dilatatum",NA,NA,NA,44,NA,NA,NA,75.5,8.13333333333333,0.102,NA,18.37
"Paspalum distichum","Paspalum distichum",NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA
"Paspalum melanospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum millegranum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum notatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum nutans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum paniculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum plicatulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum scrobiculatum","Paspalum scrobiculatum",NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA
"Paspalum urvillei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum vaginatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum virgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passiflora coccinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passiflora edulis","Passiflora edulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
"Passiflora foetida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passiflora suberosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passovia pyrifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paullinia pinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pavonia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pellaea doniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pentas lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pentodon pentandrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peperomia pellucida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pergularia daemia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perotis","Perotis patens",NA,0.3,377.3,NA,NA,NA,NA,NA,3.8,0.8,NA,NA
"Perotis indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perotis patens","Perotis patens",NA,0.3,377.3,NA,NA,NA,NA,NA,3.8,0.8,NA,NA
"Persea americana","Persea americana",NA,0.5828666665,483.3409373,NA,NA,NA,NA,NA,13.85638277,0.248691757,NA,23.6832314945
"Persicaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria chinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria decipiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris arundinacea","Phalaris arundinacea",23.7,0.2523416665,NA,NA,0.1066,NA,0.473860399,31.2,NA,0.1816705945,NA,159.359705225
"Phaseolus vulgaris","Phaseolus vulgaris",NA,NA,472.994,38.77,0.053,NA,0.255138888888889,40,12.2,NA,NA,NA
"Phaulopsis ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phaulopsis imbricata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phaulopsis verticillaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philenoptera cyanescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phragmites australis","Phragmites australis",30.9,0.18602,400.0475,39.4,NA,NA,0.404672131,7.11111111111111,11.2666666666667,0.126872908133333,1.15,322.795911490667
"Phyllanthus","Phyllanthus maderaspatensis_Phyllanthus muellerianus",NA,NA,NA,NA,NA,NA,NA,46.21,NA,NA,1.55,NA
"Phyllanthus amarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus debilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus maderaspatensis","Phyllanthus maderaspatensis",NA,NA,NA,NA,NA,NA,NA,46.21,NA,NA,NA,NA
"Phyllanthus muellerianus","Phyllanthus muellerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA
"Phyllanthus niruri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus niruroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus odontadenius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus pentandrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus reticulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus sublanatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus tenellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus urinaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllocosmus africanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physalis angulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physalis lagascae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phytolacca americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pigea enneasperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pilea microphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piliostigma","Piliostigma thonningii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Piliostigma reticulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piliostigma thonningii","Piliostigma thonningii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Piper dilatatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piper umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piriqueta cistoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piriqueta viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistia stratiotes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pithecellobium dulce","Pithecellobium dulce",NA,NA,NA,NA,NA,NA,0.33,47.01,NA,NA,NA,NA
"Pityrogramma calomelanos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago lanceolata","Plantago lanceolata",NA,0.2283683167,408.622411473099,43.673078481,0.223706210001258,2.99464052309722,0.394104891197418,80.6666666666667,10.2789330401101,0.138912722468519,0.57,225.099915460417
"Plantago major","Plantago major",0.5,0.1577,386.299608333333,NA,0.0890520919583333,NA,0.343340802817778,72,18.3340381745556,0.17990099,NA,184.765892
"Platostoma africanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleioceras barteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleurolobus gangeticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleurolobus salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa annua","Poa annua",NA,0.158140084,391.6,NA,0.0989570513333333,NA,0.337731797657143,29.2,4.3385714285,0.441433566,NA,292.692231304
"Polhillides velutina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpaea corymbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpaea eriantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpaea eriantha effusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala petitiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polyscias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polyscias fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polytrichum formosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pontederia azurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pontederia crassipes","Eichhornia crassipes",NA,NA,306.543166666667,24.5966666666667,NA,NA,0.09,NA,15.31,NA,NA,NA
"Pontederia natans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Porophyllum ruderale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portulaca grandiflora","Portulaca grandiflora",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Portulaca oleracea","Portulaca oleracea",NA,NA,373.053093,23.23481154,NA,NA,NA,NA,16.05578303,NA,NA,204.1311926
"Portulaca quadrifida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potamogeton octandrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla indica","Duchesnea indica",NA,0.1938,452.346226,31.52353531,NA,NA,NA,60,14.34944167,0.163888889,NA,204.2005085
"Pouzolzia guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Premna angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Premna quadrifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priva lappulacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prosopis africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunella vulgaris","Prunella vulgaris",13,0.294300535714286,420.667600661905,43.0377344,0.1413308266,4.50668811565625,0.335769283547222,65.2,11.5541644513111,0.105496279133333,NA,223.060073232056
"Pseudoconyza viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psidium cattleianum","Psidium cattleianum",NA,NA,NA,NA,NA,NA,0.165,NA,NA,NA,NA,NA
"Psidium guajava","Psidium guajava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA
"Psychotria calva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychotria schweinfurthii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteridium aquilinum","Pteridium aquilinum",40,0.2511,481.88755985,37.2787971,NA,0.3434717162,NA,61.25,9.852689835,0.184848485,0.7,53.8748438585833
"Pteris atrovirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteris hamulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterocarpus erinaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterocarpus indicus","Pterocarpus indicus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
"Pterolepis glomerata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria undulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pupalia lappacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyrenacantha macrocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sericeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum","Raphanus raphanistrum",NA,NA,NA,NA,NA,NA,0.2383279091,NA,NA,NA,NA,NA
"Rauvolfia vomitoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reissantia indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamphicarpa fistulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia","Rhynchosia minima_Rhynchosia viscosa",NA,NA,NA,NA,NA,NA,NA,73.16,NA,NA,0.200614012,3.790673966
"Rhynchosia buettneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia malacophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia minima","Rhynchosia minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200614012,3.790673966
"Rhynchosia nyasica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia viscosa","Rhynchosia viscosa",NA,NA,NA,NA,NA,NA,NA,73.16,NA,NA,NA,NA
"Rhynchosia viscosa breviracemosa","Rhynchosia viscosa",NA,NA,NA,NA,NA,NA,NA,73.16,NA,NA,NA,NA
"Rhynchospora corymbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchospora holoschoenoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchospora marisculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchospora pura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richardia brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richardia scabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricinodendron heudelotii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricinus communis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rinorea welwitschii welwitschii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rolandra fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotheca violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothia hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothmannia longiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothmannia munsae megalostigma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rottboellia cochinchinensis","Rottboellia cochinchinensis",NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA
"Rourea coccinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus","Rubus rosifolius",NA,0.118283333,486.493396,20.37340737,NA,NA,NA,NA,23.878843,0.284615385,NA,319.4613514
"Rubus alceifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus apetalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus fraxinifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus rosifolius","Rubus rosifolius",NA,0.118283333,486.493396,20.37340737,NA,NA,NA,NA,23.878843,0.284615385,NA,319.4613514
"Rubus tonkinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruellia blechum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruellia togoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rugoloa pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex","Rumex acetosella_Rumex crispus",29.4,0.2208539575,416.9,114,0.164468988416667,NA,0.4357100011875,44,6.84936540075,0.248409640583334,NA,112.038672392
"Rumex abyssinicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella angiocarpus","Rumex acetosella",29.4,0.262467915,442,114,0.215494902833333,NA,0.370900975375,12,10.46130223,0.166783945166667,NA,69.769659184
"Rumex brownii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex crispus","Rumex crispus",NA,0.17924,391.8,NA,0.113443074,NA,0.500519027,76,3.2374285715,0.330035336,NA,154.3076856
"Ruthalicia eglandulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruthalicia longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rytigynia canthioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rytigynia umbellulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabicea calycina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabicea discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabicea vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saccharum officinarum","Saccharum officinarum",NA,NA,NA,NA,NA,NA,0.315,NA,NA,NA,NA,NA
"Sacciolepis africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacciolepis cymbiandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacciolepis indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacciolepis striata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagittaria guayanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salacia nitida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
