"accepted_taxa","original_taxa_Baseflor","Habitat_Baseflor","Chorology_Baseflor","Flower.color_Baseflor","Dispersal.mode_Baseflor","Flowering_Baseflor","Growth.form_Baseflor","Fruit.type_Baseflor","Inflorescence_Baseflor","Pollination_Baseflor","Sexuality_Baseflor"
"Murdannia simplex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murraya koenigii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murraya paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musa paradisiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mussaenda elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mussaenda tristigmatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis discolor","Myosotis discolor","Annuelles des tonsures acidophiles, mésothermes, médio-européennes","Méditerranéen(eury)-atlantique(eury)","Bleu, jaune","Épizoochore","","Thérophytaie","Akène","Cyme biscorpioïde","Entomogame, autogame","Hermaphrodite"
"Najas pectinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Napoleonaea vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nasturtium officinale","Nasturtium officinale","Cressonnières flottantes amphibies, européennes, eutrophiles","Cosmopolite","Blanc","Barochore","","Hémicryptophytaie","Silique","Racème simple","Entomogame, autogame","Hermaphrodite"
"Nauclea latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelsonia canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neojeffreya decurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neonotonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neonotonia wightii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neoschumannia kamerunensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephrolepis biserrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neptunia plena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neptunia prostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nesogordonia papaverifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neustanthus phaseoloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newbouldia laevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicandra physalodes","Nicandra physalodes","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Introduit (amér. du sud)","Bleu","Endozoochore","6-9","Thérophytaie","Baie","Racème simple","Entomogame","Hermaphrodite"
"Nicotiana plumbaginifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nidorella aegyptiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea alba","Nymphaea alba","Herbiers aquatiques, vivaces, enracinés, européens, des eaux douces profondes, eutrophiles à mésotrophiles, planitiaire à collinéen","Eurasiatique","Blanc","Hydrochore","","Hémicryptophytaie","Akène","Fleur solitaire terminale","Entomogame, autogame","Hermaphrodite"
"Nymphaea lotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphaea rudgeana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nymphoides indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ocimum americanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ocimum basilicum","Ocimum basilicum","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Subtropical","Rose","Barochore","","Thérophytaie","Akène","Glomérules","Entomogame","Hermaphrodite"
"Ocimum gratissimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oenothera glazioviana","Oenothera glazioviana","Friches vivaces mésohydriques, médio-européennes","Européen","Jaune","Barochore","","Hémicryptophytaie","Capsule","Racème simple","Entomogame, autogame","Hermaphrodite"
"Oenothera rosea","Oenothera rosea","Friches vivaces mésoxérophiles, médio-européennes","Introduit (amér.)","Rose","Barochore","5-9","Hémicryptophytaie","Capsule","Racème simple","Entomogame, autogame","Hermaphrodite"
"Oenothera stricta","Oenothera stricta","Friches annuelles vernales à estivales, médio-européennes, des sols à texture grossière","Introduit (amér. du sud)","Jaune, rose","Barochore","5-8","Thérophytaie","Capsule","Racème simple","Entomogame, autogame","Hermaphrodite"
"Olax subscorpioidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia capensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia corymbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia herbacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oldenlandia lancifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olyra latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Operculina turpethum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophioglossum reticulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophiopogon japonicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oplismenus burmanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oplismenus hirtellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ormocarpum sennoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza barthii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza longistaminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oryza sativa","Oryza sativa","Commensales subtropicales des cultures de riz, holarctiques","Subtropical(paléo)","Vert","Barochore","7-9","Thérophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Ouret lanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis barrelieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis corniculata","Oxalis corniculata","Annuelles eutrophiles des tonsures surpiétinées, sur substrats sableux à limoneux","Méditerranéen","Jaune","Autochore","","Thérophytaie","Capsule","Cyme multipare","Entomogame, autogame","Hermaphrodite"
"Oxalis debilis","Oxalis debilis","Friches vivaces xérophiles, mésoméditerranéennes occidentales","Introduit (amér. du sud)","Rose","Autochore","","Hémicryptophytaie","Capsule","Cyme multipare","Entomogame","Hermaphrodite"
"Oxalis latifolia","Oxalis latifolia","Friches vivaces xérophiles, mésoméditerranéennes occidentales","Introduit (amér. du sud)","Rose","Autochore","","Hémicryptophytaie","Capsule","Cyme multipare","Entomogame","Hermaphrodite"
"Oxalis tetraphylla","Oxalis tetraphylla","Friches vivaces xérophiles européennes","Introduit (amér. tropicale)","Rose","Autochore","","Hémicryptophytaie","Capsule","Cyme multipare","Entomogame","Hermaphrodite"
"Oxyanthus formosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxyanthus racemosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxyanthus unilocularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxygonum sinuatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paederia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paederia farinosa farinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paederia foetida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palhinhaea cernua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palisota hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pancratium trianthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pandiaka angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum","Panicum repens","Végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes centrales","Subtropical(paléo)","Vert, bleu","Barochore","6-10","Hémicryptophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Panicum brevifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum luridum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum pansum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum repens","Panicum repens","Végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes centrales","Subtropical(paléo)","Vert, bleu","Barochore","6-10","Hémicryptophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Panicum subalbidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum sumatrense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum trichocladum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panicum voeltzkowii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paramollugo nudicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parinari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkia biglobosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinsonia aculeata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parthenium hysterophorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum","Paspalum dilatatum_Paspalum distichum_Paspalum vaginatum","Prairies hygrophiles, subtropicales","Introduit (amér.)_Subtropical","Vert","Barochore_Épizoochore","7-10","Hémicryptophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Paspalum conjugatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum dilatatum","Paspalum dilatatum","Prairies hygrophiles, subtropicales","Introduit (amér.)","Vert","Barochore","7-10","Hémicryptophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Paspalum distichum","Paspalum distichum","Prairies hygrophiles, subtropicales","Subtropical","Vert","Épizoochore","7-10","Hémicryptophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Paspalum melanospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum millegranum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum notatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum nutans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum paniculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum plicatulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum scrobiculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum urvillei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paspalum vaginatum","Paspalum vaginatum","Prairies hygrophiles, subtropicales","Subtropical","Vert","Épizoochore","","Hémicryptophytaie","Caryopse","Épi d'épillets","Anémogame","Hermaphrodite"
"Paspalum virgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passiflora coccinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passiflora edulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passiflora foetida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passiflora suberosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passovia pyrifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paullinia pinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pavonia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pellaea doniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pentas lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pentodon pentandrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peperomia pellucida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pergularia daemia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perotis indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perotis patens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persea americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria","Persicaria decipiens","Prés salés vasicoles hygrophiles du schorre moyen méditerranéen","Cosmopolite","Blanc, rose","Barochore","6-10","Hémicryptophytaie","Akène","Épi de cymes triflores","Autogame","Hermaphrodite"
"Persicaria chinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria decipiens","Persicaria decipiens","Prés salés vasicoles hygrophiles du schorre moyen méditerranéen","Cosmopolite","Blanc, rose","Barochore","6-10","Hémicryptophytaie","Akène","Épi de cymes triflores","Autogame","Hermaphrodite"
"Persicaria ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Persicaria senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalaris arundinacea","Phalaris arundinacea","Roselières et grandes cariçaies eurasiatiques, amphibies à hydrophiles","Circumboréal","Bleu","Hydrochore","","Hémicryptophytaie","Caryopse","Panicule d'épillets","Anémogame","Androdioïque"
"Phaseolus vulgaris","Phaseolus vulgaris","Friches annuelles rudérales, européennes","Cosmopolite","","Barochore","","Thérophytaie","Gousse","Racème simple","Entomogame","Hermaphrodite"
"Phaulopsis ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phaulopsis imbricata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phaulopsis verticillaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philenoptera cyanescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phragmites australis","Phragmites australis","Roselières et grandes cariçaies eurasiatiques, amphibies à hydrophiles","Cosmopolite","Bleu","Anémochore","","Hémicryptophytaie","Caryopse","Panicule d'épillets","Anémogame","Hermaphrodite"
"Phyllanthus","Phyllanthus niruri","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Subtropical","Vert","Anémochore","","Thérophytaie","Capsule","","","Hermaphrodite"
"Phyllanthus amarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus debilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus maderaspatensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus muellerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus niruri","Phyllanthus niruri","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Subtropical","Vert","Anémochore","","Thérophytaie","Capsule","","","Hermaphrodite"
"Phyllanthus niruroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus odontadenius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus pentandrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus reticulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus sublanatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus tenellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllanthus urinaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phyllocosmus africanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physalis angulata","Physalis angulata","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Subtropical","","Endozoochore","","Thérophytaie","Baie","Cyme unipare hélicoïde","Entomogame","Hermaphrodite"
"Physalis lagascae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phytolacca americana","Phytolacca americana","Mégaphorbiaies pionnières de clairières basophiles, médio-européennes, mésoeutrophiles, mésohydriques","Introduit (amér.)","Blanc, rose","Endozoochore","6-9","Hémicryptophytaie","Baie","Racème simple","Entomogame","Hermaphrodite"
"Pigea enneasperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pilea microphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piliostigma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piliostigma reticulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piliostigma thonningii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piper dilatatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piper umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piriqueta cistoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piriqueta viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pistia stratiotes","Pistia stratiotes","Herbiers aquatiques, vivaces, enracinés, européens, des eaux douces profondes, eutrophiles à mésotrophiles, planitiaire à collinéen","Subtropical","","","","Hémicryptophytaie","","","","Dioïque"
"Pithecellobium dulce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pityrogramma calomelanos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plantago lanceolata","Plantago lanceolata","Prairies européennes mésotrophiles à eutrophiles","Eurasiatique","Blanc","Barochore","","Hémicryptophytaie","Akène","Épi simple","Entomogame, anémogame","Hermaphrodite"
"Plantago major","Plantago major","Prairies mésohydriques, surpâturées ou surpiétinées, planitiaires à montagnardes","Eurasiatique","Blanc","Barochore","","Hémicryptophytaie","Akène","Épi simple","Anémogame","Hermaphrodite"
"Platostoma africanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleioceras barteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleurolobus gangeticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleurolobus salicifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poa annua","Poa annua","Annuelles eutrophiles des tonsures surpiétinées","Cosmopolite","Vert","Barochore","","Thérophytaie","Caryopse","Panicule d'épillets","Anémogame, autogame","Hermaphrodite"
"Polhillides velutina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpaea corymbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpaea eriantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polycarpaea eriantha effusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala arenaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polygala petitiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polyscias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polyscias fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polytrichum formosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pontederia azurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pontederia crassipes","Eichhornia crassipes","Herbiers aquatiques, vivaces, enracinés, européens, des eaux douces profondes, eutrophiles à mésotrophiles, planitiaire à collinéen","Introduit (amér. du sud)","","","","Hémicryptophytaie","","","Entomogame","Hermaphrodite"
"Pontederia natans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Porophyllum ruderale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portulaca grandiflora","Portulaca grandiflora","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Introduit (amér. du sud)","Jaune","Barochore","","Thérophytaie","Capsule","Glomérules","Autogame","Hermaphrodite"
"Portulaca oleracea","Portulaca oleracea","Friches annuelles, nitrophiles, thermophiles, euryméditerranéennes","Cosmopolite","Jaune","Barochore","","Thérophytaie","Capsule","Glomérules","Autogame","Hermaphrodite"
"Portulaca quadrifida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potamogeton octandrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potentilla indica","Potentilla indica","Friches et lisières vivaces médio-européennes, eutrophiles, mésohydriques","Introduit (asie)","Jaune","Endozoochore","","Hémicryptophytaie","Baie","","Entomogame","Hermaphrodite"
"Pouzolzia guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Premna angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Premna quadrifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priva lappulacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prosopis africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunella vulgaris","Prunella vulgaris","Prairies mésohydriques européennes, pâturées, planitaires à montagnardes","Cosmopolite","Bleu","Barochore","","Hémicryptophytaie","Akène","","Entomogame","Gynodioïque"
"Pseudoconyza viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psidium cattleianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psidium guajava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychotria calva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychotria schweinfurthii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteridium aquilinum","Pteridium aquilinum","Mégaphorbiaies pionnières de clairières acidophiles, méso-eutrophiles, médio-européennes","Cosmopolite","","Autochore","","Hémicryptophytaie","","","Hydrogame","Monoïque"
"Pteris atrovirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteris hamulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterocarpus erinaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterocarpus indicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterolepis glomerata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria undulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pupalia lappacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyrenacantha macrocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sericeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum","Raphanus raphanistrum","Annuelles commensales des cultures acidophiles","Eurasiatique tempéré","Blanc","Barochore","","Thérophytaie","Silique","Racème simple","Entomogame","Hermaphrodite"
"Rauvolfia vomitoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reissantia indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamphicarpa fistulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia buettneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia malacophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia nyasica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchosia viscosa breviracemosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchospora corymbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchospora holoschoenoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchospora marisculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhynchospora pura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richardia brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richardia scabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricinodendron heudelotii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricinus communis","Ricinus communis","Matorrals méditerranéens","Subtropical","","Dyszoochore","","Nanophanérophytaie","Capsule","Cyathe","Entomogame","Monoïque"
"Rinorea welwitschii welwitschii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rolandra fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotheca violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothia hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothmannia longiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothmannia munsae megalostigma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rottboellia cochinchinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rourea coccinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus alceifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus apetalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus fraxinifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus rosifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus tonkinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruellia blechum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruellia togoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rugoloa pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex","Rumex acetosella_Rumex acetosella subsp. pyrenaicus_Rumex crispus","Pelouses acidophiles montagnardes à subalpines_Pelouses des sables continentaux acidophiles, médio-européennes à méditerranéennes_Prairies européennes hygrophiles à hydrophiles, inondables","Cosmopolite_Orophyte méridional","Rose_Vert","Anémochore_Barochore","4-9","Hémicryptophytaie","Akène","Glomérules","Anémogame","Dioïque_Hermaphrodite"
"Rumex abyssinicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex acetosella angiocarpus","Rumex acetosella_Rumex acetosella subsp. pyrenaicus","Pelouses acidophiles montagnardes à subalpines_Pelouses des sables continentaux acidophiles, médio-européennes à méditerranéennes","Cosmopolite_Orophyte méridional","Rose","Barochore","4-9","Hémicryptophytaie","Akène","Glomérules","Anémogame","Dioïque"
"Rumex brownii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
