"accepted_taxa","original_taxa_Dcube","Diaspore.exposure_Dcube","Diaspore.height_mm_Dcube","Diaspore.mass_mg_Dcube","Diaspore.type_Dcube","Fruit.type_Dcube","Anemochory_rank_Dcube","Epizoochory_rank_Dcube","Hydrochory_rank_Dcube"
"Sisyrinchium micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax anceps",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum americanum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum anguivi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum cerasiferum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum donianum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum erianthum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum lycopersicum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum mauritianum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum melongena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum nigrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum seaforthianum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum subinerme",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum torvum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum violaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper","Sonchus asper (l.) hill","Exposed",NA,0.2836,"Fruit","Non-fleshy fruit",0.96,1,0.89
"Sonchus oleraceus","Sonchus oleraceus l.","Exposed",NA,0.383,"Fruit","Non-fleshy fruit",0.96,0.99,NA
"Sopubia parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum","Sorghum halepense (l.) pers.","Covered partly",NA,NA,"Fruit","Non-fleshy fruit",0.35,NA,0.77
"Sorghum arundinaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum halepense","Sorghum halepense (l.) pers.","Covered partly",NA,NA,"Fruit","Non-fleshy fruit",0.35,NA,0.77
"Spathodea campanulata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula arvensis","Spergula arvensis l.","Enclosed",NA,0.435,"Seed","Fruit with upright aperture",NA,0.13,NA
"Spermacoce",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce alata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce chaetocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce filifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce intricans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ocymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce ruelliae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce stachydea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce tenuior",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spermacoce verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeranthus flexuosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeranthus senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaeropteris cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphagneticola trilobata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphenocentrum jollyanum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphenoclea zeylanica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spigelia anthelmia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes costata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spilanthes urens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spirodela polyrhiza","Spirodela polyrhiza (l.) schleid.","Not applicable",NA,NA,"Specialized vegetative part","Not applicable",NA,NA,NA
"Spondias mombin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus africanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus cordofanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus festivus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus indicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus microprotus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus paniculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus pyramidalis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus robustus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta cayennensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta indica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta jamaicensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachytarpheta urticifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steinchisma laxum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria media","Stellaria media agg.","Enclosed",0.6,0.385267,"Seed","Fruit with upright aperture",0.5,0.34,0.15
"Stemodia verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenotaphrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenotaphrum dimidiatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephania",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephostachys mertensii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia setigera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sterculia tragacantha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stigmaphyllon sinuatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga asiatica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Striga hermonthica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strophanthus hispidus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strophanthus sarmentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Struchium sparganophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strychnos spinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton hypogeum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylochaeton lancifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stylosanthes guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyotrichum squamatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Synedrella nodiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syzygium samarangense",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabebuia pallida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tacca leontopetaloides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagetes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagetes erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talinum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talinum fruticosum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamarindus indica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tamarix senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum","Taraxacum  sect. naevosa m. p. christ._Taraxacum  sect. ruderalia kirschner, h. ollg. & stepanek","Exposed",10.1,0.558857,"Fruit","Non-fleshy fruit",0.95,1,0.31
"Tarenaya aculeata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tectona grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Telosma africana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia bracteolata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia flexuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia linearis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia noctiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia pedicellata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia platycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tephrosia vogelii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teramnus labialis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia leiocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terminalia schimperiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetracera alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetradenia riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetragonia tetragonioides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalia geniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thaumatococcus daniellii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thelepogon elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Themeda quadrivalvis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thunbergia fragrans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thysanolaena latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tilesia baccata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tithonia diversifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia crustacea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torenia thouarsii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia benthamii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia volubilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragus","Tragus racemosus (l.) all.","Exposed",0.99,1.422,"Infructescence","Non-fleshy fruit",0.57,0.92,NA
"Tragus berteronianus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragus racemosus","Tragus racemosus (l.) all.","Exposed",0.99,1.422,"Infructescence","Non-fleshy fruit",0.57,0.92,NA
"Trema",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema angustifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema micranthum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trema orientale",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trianthema portulacastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tribulus cistoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tribulus terrestris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichanthecium glaucocladum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia martineaui",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichilia prieuriana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichodesma indicum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichodesma zeylanicum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triclicera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricliceras pilosum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tridax procumbens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium repens","Trifolium repens l.","Enclosed",NA,0.644823,"Seed","Fruit with lateral aperture",0.48,0.23,NA
"Trigastrotheca stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplochiton scleroxylon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triplophyllum protensum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristemma hirtum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tristemma mauritianum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta cordifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta pentandra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumfetta rhomboidea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tropaeolum majus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turraea heterophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Typha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Typha domingensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulex europaeus","Ulex europaeus l.","Enclosed",1,5.607,"Seed","Fruit with lateral aperture",NA,0.1,NA
"Uraria picta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urena lobata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa arrecta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa brizantha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa comata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa deflexa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa dictyoneura",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa distachyoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa distachyos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa eminii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa fusca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa lata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa mutica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa polystachya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa reptans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa serrata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa villosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utricularia stellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvaria afzelii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvaria tortilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uvariodendron occidentale",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia farnesiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia nilotica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia seyal",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vachellia sieberiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vandellia diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vandellia senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Varronia curassavica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vepris verdoorniana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbascum thapsus","Verbascum thapsus l.","Enclosed",NA,0.1524,"Seed","Fruit with lateral aperture",0.68,0.37,NA
"Verbena brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbena officinalis","Verbena officinalis l.","Exposed",NA,0.3366,"Fruit segment","Non-fleshy fruit",0.48,0.66,NA
"Verbena rigida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbesina encelioides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia chapmanii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia colorata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernonia galamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vernoniastrum ambiguum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vicia hirsuta","Vicia hirsuta (l.) gray","Enclosed",NA,9.5,"Seed","Explosive release mechanism",NA,NA,NA
"Vicia sativa","Vicia sativa agg.","Enclosed",NA,13.52,"Seed","Explosive release mechanism",0.04,0.06,NA
"Vicoa indica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna luteola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna racemosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna subterranea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna unguiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vigna vexillata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vincetoxicum sylvaticum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitellaria paradoxa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex doniana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex oxycuspis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vitex trifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Voacanga africana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waltheria indica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wissadula amplissima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Withania somnifera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xanthium strumarium","Xanthium strumarium l.","Exposed",10,NA,"Infructescence","Non-fleshy fruit",0.07,NA,NA
"Xanthosoma sagittifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia medium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia pinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xenostegia tridentata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xyris savanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Youngia japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaleya pentandra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zantedeschia aethiopica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zanthoxylum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zea mays",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zehneria capillacea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zehneria emirnensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zehneria thwaitesii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziziphus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ziziphus mauritiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia glochidiata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zornia latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
